swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw02utt/sw_0263_2226.utt,2/sw2226,2226,10,sv,A,7,3,"{C but } it seems as though if you really want to set [ a t-, + ] side time to read the Bible  and you work [ and -- +","but/CC  [ it/PRP ] seems/VBZ as/RB though/RB if/IN  [ you/PRP ] really/RB want/VBP to/TO set/VB  [ a/DT t-/NN ] ,/,  [ side/NN time/NN ] to/TO read/VB  [ the/DT Bible/NNP ] and/CC  [ you/PRP ] work/VBP and/CC --/:","(S (CC but) (NP-SBJ (PRP it)) (VP (VBZ seems) (SBAR (RB as) (RB though) (S (SBAR-ADV (IN if) (S (S (NP-SBJ-2 (PRP you)) (ADVP (RB really)) (VP (VBP want) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB set) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a) (NN t-)) (, ,) (IP (-DFL- \+)) (RS (-DFL- \]))) (ADVP (TYPO (NN side))) (NP (NP (NN time)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB read) (NP (DT the) (NNP Bible)) (ADVP-TMP (-NONE- *T*-1)))))))))))) (CC and) (S (NP-SBJ (PRP you)) (VP (VP (VBP work)) (EDITED (RM (-DFL- \[)) (CC and) (IP (-DFL- \+))) (CC and) (RS (-DFL- \])) (NP-ETC (WDT whatever)))))) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (DT that)) (ADVP (RB pretty) (RB well)) (VP (VBZ takes) (PRT (RP up)) (NP (NP (PRP$ your) (NN time)) (PP (IN for) (NP (NN reading)))))))) (. .) (-DFL- E_S))",17
sw02utt/sw_0263_2226.utt,2/sw2226,2226,11,b,B,8,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),13
sw02utt/sw_0263_2226.utt,2/sw2226,2226,12,+,A,9,1,"-- and ] whatever, {F uh, } that pretty well takes up your time for reading. /","--/: and/CC  [ whatever/WDT ] ,/,  [ uh/UH ] ,/, that/DT pretty/RB well/RB takes/VBZ up/RP  [ your/PRP$ time/NN ] for/IN  [ reading/NN ] ./.","(S (CC but) (NP-SBJ (PRP it)) (VP (VBZ seems) (SBAR (RB as) (RB though) (S (SBAR-ADV (IN if) (S (S (NP-SBJ-2 (PRP you)) (ADVP (RB really)) (VP (VBP want) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB set) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a) (NN t-)) (, ,) (IP (-DFL- \+)) (RS (-DFL- \]))) (ADVP (TYPO (NN side))) (NP (NP (NN time)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB read) (NP (DT the) (NNP Bible)) (ADVP-TMP (-NONE- *T*-1)))))))))))) (CC and) (S (NP-SBJ (PRP you)) (VP (VP (VBP work)) (EDITED (RM (-DFL- \[)) (CC and) (IP (-DFL- \+))) (CC and) (RS (-DFL- \])) (NP-ETC (WDT whatever)))))) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (DT that)) (ADVP (RB pretty) (RB well)) (VP (VBZ takes) (PRT (RP up)) (NP (NP (PRP$ your) (NN time)) (PP (IN for) (NP (NN reading)))))))) (. .) (-DFL- E_S))",17
sw02utt/sw_0263_2226.utt,2/sw2226,2226,13,aa,B,10,1,"Yeah,  /","Yeah/UH ,/,","(INTJ (UH Yeah) (, ,) (-DFL- E_S))",22
sw02utt/sw_0263_2226.utt,2/sw2226,2226,14,sv,B,10,2,it does.  /,[ it/PRP ] does/VBZ ./.,(S (NP-SBJ (PRP it)) (VP (VBZ does)) (. .) (-DFL- E_S)),23
sw02utt/sw_0263_2226.utt,2/sw2226,2226,15,%,B,10,3,"It, -/","[ It/PRP ] ,/,","(S-UNF (NP-SBJ (PRP It)) (, ,) (-DFL- N_S))",24
sw02utt/sw_0263_2226.utt,2/sw2226,2226,16,sd,A,11,1,"{C And } [ I, + I ] been praying that God would put a desire to read the Bible <laughter> in my heart  /","And/CC  [ I/PRP ] ,/,  [ I/PRP ] been/VBN praying/VBG that/IN  [ God/NNP ] would/MD put/VB  [ a/DT desire/NN ] to/TO read/VB  [ the/DT Bible/NNP ] in/IN  [ my/PRP$ heart/NN ]","(S (CC And) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBN been) (VP (VBG praying) (SBAR (IN that) (S (NP-SBJ (NNP God)) (VP (MD would) (VP (VB put) (NP (DT a) (NN desire) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB read) (NP (DT the) (NNP Bible)))))) (PP-PUT (IN in) (NP (PRP$ my) (NN heart))))))))) (-DFL- E_S))",26
sw02utt/sw_0263_2226.utt,2/sw2226,2226,17,sd,A,11,2,{C and } he really has.  /,and/CC  [ he/PRP ] really/RB has/VBZ ./.,(S (CC and) (NP-SBJ (PRP he)) (ADVP (RB really)) (VP (VBZ has) (VP (-NONE- *?*))) (. .) (-DFL- E_S)),27
sw02utt/sw_0263_2226.utt,2/sw2226,2226,18,sd,A,11,3,"It's getting,","[ It/PRP ] 's/BES getting/VBG ,/,","(S (NP-SBJ (PRP It)) (VP (BES 's) (VP (VBG getting) (, ,) (PP (IN to) (SBAR (WHADVP-2 (WRB where)) (S (NP-SBJ-1 (TYPO (^PRP a))) (ADVP (RB just)) (ADVP (RB really)) (VP (VBP want) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB read) (NP (PRP it)) (ADVP (-NONE- *T*-2))))))))))) (. .) (-DFL- E_S))",28
sw02utt/sw_0263_2226.utt,2/sw2226,2226,19,ba,B,12,1,That's good. /,[ That/DT ] 's/BES good/JJ ./.,(S (NP-SBJ (DT That)) (VP (BES 's) (ADJP-PRD (JJ good))) (. .) (-DFL- E_S)),30
sw02utt/sw_0263_2226.utt,2/sw2226,2226,20,+,A,13,1,to where a just really want to read it. /,to/IN where/WRB  [ a/^PRP ] just/RB really/RB want/VBP to/TO read/VB  [ it/PRP ] ./.,"(S (NP-SBJ (PRP It)) (VP (BES 's) (VP (VBG getting) (, ,) (PP (IN to) (SBAR (WHADVP-2 (WRB where)) (S (NP-SBJ-1 (TYPO (^PRP a))) (ADVP (RB just)) (ADVP (RB really)) (VP (VBP want) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB read) (NP (PRP it)) (ADVP (-NONE- *T*-2))))))))))) (. .) (-DFL- E_S))",28
sw02utt/sw_0263_2226.utt,2/sw2226,2226,21,ba,B,14,1,That's good.  /,[ That/DT ] 's/BES good/JJ ./.,(S (NP-SBJ (DT That)) (VP (BES 's) (ADJP-PRD (JJ good))) (. .) (-DFL- E_S)),30
sw02utt/sw_0263_2226.utt,2/sw2226,2226,22,sd,B,14,2,"[ [ [ It, + it, ] + <throat_clearing> it's, ] + {F uh, } it's ] hard for me to find time, also, to read.  /","[ It/PRP ] ,/,  [ it/PRP ] ,/,  [ it/PRP ] 's/BES ,/,  [ uh/UH ] ,/,  [ it/PRP ] 's/BES hard/JJ for/IN  [ me/PRP ] to/TO find/VB  [ time/NN ] ,/, also/RB ,/, to/TO read/VB ./.","(S (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP It)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP it)) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (S (NP-SBJ (PRP it)) (VP-UNF (BES 's)) (, ,) (RS (-DFL- \])) (IP (-DFL- \+)))) (INTJ (UH uh)) (, ,) (NP-SBJ (NP (PRP it)) (S (-NONE- *EXP*-2))) (VP (BES 's) (RS (-DFL- \])) (ADJP-PRD (JJ hard) (PP (IN for) (NP (PRP me)))) (S-2 (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB find) (NP (NP (NN time)) (SBAR (-NONE- *ICH*-4))) (, ,) (ADVP (RB also)) (, ,) (SBAR-4 (WHADVP-3 (-NONE- 0)) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB read) (ADVP-TMP (-NONE- *T*-3)))))))))) (. .) (-DFL- E_S))",34
sw02utt/sw_0263_2226.utt,2/sw2226,2226,23,sd,B,14,3,"{F Uh, } a lot of times I do just read magazines and stuff like that  [ for, + ]  {D you know, } because I don't have a lot of time,  /","[ Uh/UH ] ,/,  [ a/DT lot/NN ] of/IN  [ times/NNS I/PRP ] do/VBP just/RB read/VB  [ magazines/NNS ] and/CC stuff/NN like/IN  [ that/DT ] for/IN ,/,  [ you/PRP ] know/VBP ,/, because/IN  [ I/PRP ] do/VBP n't/RB have/VB  [ a/DT lot/NN ] of/IN  [ time/NN ] ,/,","(S (INTJ (UH Uh)) (, ,) (NP-TMP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS times)))) (NP-SBJ (PRP I)) (VP (VBP do) (ADVP (RB just)) (VP (VB read) (NP (NP (NNS magazines)) (CC and) (NP (NP (NN stuff)) (PP (IN like) (NP (DT that))))) (EDITED (RM (-DFL- \[)) (PP-UNF (IN for)) (, ,) (IP (-DFL- \+)) (RS (-DFL- \]))) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (SBAR-PRP (IN because) (S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB have) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN time)))))))))) (, ,) (-DFL- E_S))",35
sw02utt/sw_0263_2226.utt,2/sw2226,2226,24,sd,B,14,4,"{C but } when I do get to sit down [ and, + and ] read, I like to read the Bible  /","but/CC when/WRB  [ I/PRP ] do/VBP get/VB to/TO sit/VB down/IN and/CC ,/, and/CC read/VB ,/,  [ I/PRP ] like/VBP to/TO read/VB  [ the/DT Bible/NNP ]","(S (CC but) (SBAR-TMP (WHADVP-3 (WRB when)) (S (NP-SBJ-1 (PRP I)) (VP (VBP do) (VP (VB get) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VP (VB sit) (PRT (IN down))) (EDITED (RM (-DFL- \[)) (CC and) (, ,) (IP (-DFL- \+))) (CC and) (RS (-DFL- \])) (VP (VB read))))) (ADVP-TMP (-NONE- *T*-3)))))) (, ,) (NP-SBJ-2 (PRP I)) (VP (VBP like) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB read) (NP (DT the) (NNP Bible)))))) (-DFL- E_S))",36
sw02utt/sw_0263_2226.utt,2/sw2226,2226,25,sd,B,14,5,"{C and } I like to read,  /","and/CC  [ I/PRP ] like/VBP to/TO read/VB ,/,","(S (CC and) (NP-SBJ-1 (PRP I)) (VP (VBP like) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB read))))) (, ,) (-DFL- E_S))",37
sw02utt/sw_0263_2226.utt,2/sw2226,2226,26,sd,B,14,6,"I read to my daughter a lot, too. /","[ I/PRP ] read/VBP to/IN  [ my/PRP$ daughter/NN ] [ a/DT lot/NN ] ,/, too/RB ./.","(S (NP-SBJ (PRP I)) (VP (VBP read) (PP (IN to) (NP (PRP$ my) (NN daughter))) (NP-ADV (DT a) (NN lot)) (, ,) (ADVP (RB too))) (. .) (-DFL- E_S))",38
sw02utt/sw_0263_2226.utt,2/sw2226,2226,27,bh,A,15,1,Do you? /,Do/VBP  [ you/PRP ] ?/.,(SQ (VBP Do) (NP-SBJ (PRP you)) (. ?) (-DFL- E_S)),40
sw02utt/sw_0263_2226.utt,2/sw2226,2226,28,sd,B,16,1,"{C And, }  {F uh, } I like to read, {D you know, } Bi-, - /","And/CC ,/,  [ uh/UH ] ,/,  [ I/PRP ] like/VBP to/TO read/VB ,/,  [ you/PRP ] know/VBP ,/,  [ Bi-/NNP ] ,/,","(S (CC And) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ-1 (PRP I)) (VP (VBP like) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB read) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (NP-UNF (NNP Bi-)))))) (, ,) (-DFL- N_S))",42
sw02utt/sw_0263_2226.utt,2/sw2226,2226,29,sd,B,16,2,I have Bible storybooks -- /,[ I/PRP ] have/VBP  [ Bible/NNP storybooks/NNS ] --/:,(S (NP-SBJ (PRP I)) (VP (VBP have) (NP (NNP Bible) (NNS storybooks))) (-DFL- E_S)),43
sw02utt/sw_0263_2226.utt,2/sw2226,2226,30,b,A,17,1,"Uh-huh,  /","[ Uh-huh/UH ] ,/,","(INTJ (UH Uh-huh) (, ,) (-DFL- E_S))",45
sw02utt/sw_0263_2226.utt,2/sw2226,2226,31,b^r,A,17,2,uh-huh. /,[ uh-huh/UH ] ./.,(INTJ (UH uh-huh) (. .) (-DFL- E_S)),46
sw02utt/sw_0263_2226.utt,2/sw2226,2226,32,sd,B,18,1,-- {C so } I like reading those to her  /,--/: so/RB  [ I/PRP ] like/VBP reading/VBG  [ those/DT ] to/IN  [ her/PRP ],(S (RB so) (NP-SBJ-1 (PRP I)) (VP (VBP like) (S (NP-SBJ (-NONE- *-1)) (VP (VBG reading) (NP (DT those)) (PP-DTV (IN to) (NP (PRP her)))))) (-DFL- E_S)),48
sw02utt/sw_0263_2226.utt,2/sw2226,2226,33,sd,B,18,2,{C and } she really enjoys those.  /,and/CC  [ she/PRP ] really/RB enjoys/VBZ  [ those/DT ] ./.,(S (CC and) (NP-SBJ (PRP she)) (ADVP (RB really)) (VP (VBZ enjoys) (NP (DT those))) (. .) (-DFL- E_S)),49
sw02utt/sw_0263_2226.utt,2/sw2226,2226,34,sd,B,18,3,{C So } that's good.  /,So/RB  [ that/DT ] 's/BES good/JJ ./.,(S (RB So) (NP-SBJ (DT that)) (VP (BES 's) (ADJP-PRD (JJ good))) (. .) (-DFL- E_S)),50
sw02utt/sw_0263_2226.utt,2/sw2226,2226,35,sd,B,18,4,"[ {C And } it, + {C and } it's ] kind of short because we [ don't, + [ woe + ] don't ] have a lot of time,","And/CC  [ it/PRP ] ,/, and/CC  [ it/PRP ] 's/BES  [ kind/RB ] of/RB  [ short/JJ ] because/IN  [ we/PRP ] do/VBP n't/RB ,/, woe/^PRP do/VBP n't/RB have/VB   [ a/DT lot/NN ] of/IN  [ time/NN ] ,/,","(S (EDITED (RM (-DFL- \[)) (S-UNF (CC And) (NP-SBJ (PRP it))) (, ,) (IP (-DFL- \+))) (CC and) (NP-SBJ (PRP it)) (VP (BES 's) (RS (-DFL- \])) (ADJP-PRD (ADVP (RB kind) (RB of)) (JJ short)) (SBAR-PRP (IN because) (S (NP-SBJ (PRP we)) (EDITED (RM (-DFL- \[)) (VP-UNF (VBP do) (RB n't)) (, ,) (IP (-DFL- \+))) (EDITED (RM (-DFL- \[)) (VP-UNF (^PRP woe)) (IP (-DFL- \+)) (RS (-DFL- \]))) (VP (VBP do) (RB n't) (RS (-DFL- \])) (VP (VB have) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (NN time)) (, ,) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (VP (TO to) (RS (-DFL- \])) (VP (VB read) (ADVP-TMP (-NONE- *T*-1)))))))))))))) (, ,) (-DFL- E_S))",51
sw02utt/sw_0263_2226.utt,2/sw2226,2226,36,b,A,19,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),19
sw02utt/sw_0263_2226.utt,2/sw2226,2226,37,+,B,20,1,"[ to, + to ] read,  /","to/TO ,/, to/TO read/VB ,/,","(S (EDITED (RM (-DFL- \[)) (S-UNF (CC And) (NP-SBJ (PRP it))) (, ,) (IP (-DFL- \+))) (CC and) (NP-SBJ (PRP it)) (VP (BES 's) (RS (-DFL- \])) (ADJP-PRD (ADVP (RB kind) (RB of)) (JJ short)) (SBAR-PRP (IN because) (S (NP-SBJ (PRP we)) (EDITED (RM (-DFL- \[)) (VP-UNF (VBP do) (RB n't)) (, ,) (IP (-DFL- \+))) (EDITED (RM (-DFL- \[)) (VP-UNF (^PRP woe)) (IP (-DFL- \+)) (RS (-DFL- \]))) (VP (VBP do) (RB n't) (RS (-DFL- \])) (VP (VB have) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (NN time)) (, ,) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (VP (TO to) (RS (-DFL- \])) (VP (VB read) (ADVP-TMP (-NONE- *T*-1)))))))))))))) (, ,) (-DFL- E_S))",51
sw02utt/sw_0263_2226.utt,2/sw2226,2226,38,sd,B,20,2,"{C so, }  it's real enjoyable.","so/RB ,/,  [ it/PRP ] 's/BES real/RB enjoyable/JJ ./.","(S (RB so) (, ,) (NP-SBJ (PRP it)) (VP (BES 's) (ADJP-PRD (RB real) (JJ enjoyable) (. .) (PP (IN For) (NP (NP (DT both)) (PP (IN of) (NP (PRP us))))))) (. .) (-DFL- E_S))",55
sw02utt/sw_0263_2226.utt,2/sw2226,2226,39,b,A,21,1,Yeah. /,Yeah/UH ./.,(INTJ (UH Yeah) (. .) (-DFL- E_S)),57
sw02utt/sw_0263_2226.utt,2/sw2226,2226,40,+,B,22,1,For both of us. /,For/IN  [ both/DT ] of/IN  [ us/PRP ] ./.,"(S (RB so) (, ,) (NP-SBJ (PRP it)) (VP (BES 's) (ADJP-PRD (RB real) (JJ enjoyable) (. .) (PP (IN For) (NP (NP (DT both)) (PP (IN of) (NP (PRP us))))))) (. .) (-DFL- E_S))",55
sw02utt/sw_0263_2226.utt,2/sw2226,2226,41,qy,A,23,1,Have you ever read any of Frank E Peretti's? /,Have/VBP  [ you/PRP ] ever/RB read/VBN  [ any/DT ] of/IN  [ Frank/NNP E/NNP Peretti/NNP 's/POS ]  ?/.,(SQ (VBP Have) (NP-SBJ (PRP you)) (ADVP-TMP (RB ever)) (VP (VBN read) (NP (NP (DT any)) (PP (IN of) (NP (NNP Frank) (NNP E) (NNP Peretti) (POS 's))))) (. ?) (-DFL- E_S)),60
sw02utt/sw_0263_2226.utt,2/sw2226,2226,42,b^m,B,24,1,Frank E - /,[ Frank/NNP E/NNP ],(NP-UNF (NNP Frank) (NNP E) (-DFL- N_S)),62
sw02utt/sw_0263_2226.utt,2/sw2226.pos,2226,43,nn,B,24,2,"<whispering>, no  /",no/UH,( (INTJ (UH no) (-DFL- E_S) ))
sw02utt/sw_0263_2226.utt,2/sw2226,2226,44,sd^e,B,24,3,I guess I haven't. /,[ I/PRP ] guess/VBP  [ I/PRP ] have/VBP n't/RB ./.,(S (NP-SBJ (PRP I)) (VP (VBP guess) (SBAR (-NONE- 0) (S (NP-SBJ (PRP I)) (VP (VBP have) (RB n't) (VP (-NONE- *?*)))))) (. .) (-DFL- E_S)),64
sw02utt/sw_0263_2226.utt,2/sw2226,2226,45,sd,A,25,1,"{F Uh, } THIS PRESENT DARKNESS and, {F uh, } {F uh, } I forget the [ t-, + the ] other,  /","[ Uh/UH ] ,/,  [ THIS/DT PRESENT/JJ DARKNESS/NN ] and/CC ,/,  [ uh/UH ] ,/,  [ uh/UH ] ,/,  [ I/PRP ] forget/VBP  [ the/DT t-/XX ] ,/,  [ the/DT other/JJ ] ,/,","(FRAG (INTJ (UH Uh)) (, ,) (UCP (NP-TTL (DT THIS) (JJ PRESENT) (NN DARKNESS)) (CC and) (, ,) (INTJ (UH uh)) (, ,) (INTJ (UH uh)) (, ,) (S (NP-SBJ (PRP I)) (VP (VBP forget) (NP (DT the) (EDITED (RM (-DFL- \[)) (XX t-) (, ,) (IP (-DFL- \+)) (EDITED (DT the))) (RS (-DFL- \])) (JJ other))))) (, ,) (-DFL- E_S))",66
sw02utt/sw_0263_2226.utt,2/sw2226,2226,46,sd,A,25,2,"{D well } [ he, + {F uh, } he's ] also written a lot of children, - /","well/UH  [ he/PRP ] ,/,  [ uh/UH ] ,/,  [ he/PRP ] 's/HVS also/RB written/VBN  [ a/DT lot/NN ] of/IN  [ children/NNS ] ,/,","(S (INTJ (UH well)) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP he)) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (NP-SBJ (PRP he)) (VP (HVS 's) (RS (-DFL- \])) (ADVP (RB also)) (VP (VBN written) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP-UNF (NNS children)))))) (, ,) (-DFL- N_S))",67
sw02utt/sw_0263_2226.utt,2/sw2226,2226,47,qw,A,25,3,how old is your daughter. /,how/WRB  [ old/JJ ] is/VBZ  [ your/PRP$ daughter/NN ] ./.,(SBARQ (WHADJP-1 (WRB how) (JJ old)) (SQ (VBZ is) (NP-SBJ (PRP$ your) (NN daughter)) (ADJP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)),68
sw02utt/sw_0263_2226.utt,2/sw2226,2226,48,sd,B,26,1,Five. /,[ Five/CD ] ./.,(NP (CD Five) (. .) (-DFL- E_S)),70
sw02utt/sw_0263_2226.utt,2/sw2226,2226,49,b^m,A,27,1,"Five,  /","[ Five/CD ] ,/,","(NP (CD Five) (, ,) (-DFL- E_S))",72
sw02utt/sw_0263_2226.utt,2/sw2226,2226,50,bh,A,27,2,"okay,  /","okay/UH ,/,","(INTJ (UH okay) (, ,) (-DFL- E_S))",73
sw02utt/sw_0263_2226.utt,2/sw2226,2226,51,sd,A,27,3,he's written some children's books as well  /,[ he/PRP ] 's/HVS written/VBN  [ some/DT children/NNS 's/POS books/NNS ] as/RB well/RB,(S (NP-SBJ (PRP he)) (VP (HVS 's) (VP (VBN written) (NP (NP (DT some) (NNS children) (POS 's)) (NNS books)) (ADVP (RB as) (RB well)))) (-DFL- E_S)),74
sw02utt/sw_0263_2226.utt,2/sw2226,2226,52,sd,A,27,4,"{C and } they're all spiritually,","and/CC  [ they/PRP ] 're/VBP  [ all/DT ] spiritually/RB ,/,","(S (CC and) (NP-SBJ (PRP they)) (VP (VBP 're) (DT all) (ADJP-PRD (RB spiritually) (, ,) (INTJ (UH uh)) (, ,) (JJ oriented))) (, ,) (-DFL- E_S))",75
sw02utt/sw_0263_2226.utt,2/sw2226,2226,53,bh,B,28,1,"{F Oh, } really? /","Oh/UH ,/, really/UH ?/.","(INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH really)) (. ?) (-DFL- E_S))",77
sw02utt/sw_0263_2226.utt,2/sw2226,2226,54,+,A,29,1,"{F uh, } oriented,  /","[ uh/UH ] ,/, oriented/JJ ,/,","(S (CC and) (NP-SBJ (PRP they)) (VP (VBP 're) (DT all) (ADJP-PRD (RB spiritually) (, ,) (INTJ (UH uh)) (, ,) (JJ oriented))) (, ,) (-DFL- E_S))",75
sw02utt/sw_0263_2226.utt,2/sw2226,2226,55,b,A,29,2,yeah. /,yeah/UH ./.,(INTJ (UH yeah) (. .) (-DFL- E_S)),79
sw02utt/sw_0263_2226.utt,2/sw2226,2226,56,qw,B,30,1,What's his name again?  /,[ What/WP ] 's/BES  [ his/PRP$ name/NN ] again/RB ?/.,(SBARQ (WHNP-1 (WP What)) (SQ (BES 's) (NP-SBJ (PRP$ his) (NN name)) (NP-PRD (-NONE- *T*-1)) (ADVP (RB again))) (. ?) (-DFL- E_S)),81
sw02utt/sw_0263_2226.utt,2/sw2226,2226,57,qy^d,B,30,2,"Peretti <whispering>, /","[ Peretti/NNP ] ,/,","(NP (NNP Peretti) (, ,) (-DFL- E_S))",82
sw02utt/sw_0263_2226.utt,2/sw2226,2226,58,sd,A,31,1,"Frank E Peretti, /","[ Frank/NNP E/NNP Peretti/NNP ] ,/,","(NP (NNP Frank) (NNP E) (NNP Peretti) (, ,) (-DFL- E_S))",84
sw02utt/sw_0263_2226.utt,2/sw2226,2226,59,b^m,B,32,1,Frank E Peretti <whispering>. /,[ Frank/NNP E/NNP Peretti/NNP ] ./.,(NP (NNP Frank) (NNP E) (NNP Peretti) (. .) (-DFL- E_S)),86
